,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid
79,79,79,79,Escherichia coli condensin MukB stimulates topoisomerase IV activity by a direct physical interaction,Yinyin Li; Nichole K. Stewart; Anthony J. Berger; Seychelle Vos; Allyn J. Schoeffler; James M. Berger; Brian T. Chait; and Martha G. Oakley,Yinyin Li,November 2; 2010 ,Biochemistry,53.0,12,"(12, 2, 6.0)",2-s2.0-78650438598,24830565600
80,80,80,80,Appropriation of the MinD protein-interaction motif by the dimeric interface of the bacterial cell division regulator MinE,Houman Ghasriani; Thierry Ducat; Chris T. Hart; Fatima Hafizi; Nina Chang; Ali Al-Baldawi; Saud H. Ayed; Patrik Lundström; Jo-Anne R. Dillon; and Natalie K. Goto,Houman Ghasriani,October 26; 2010 ,Biochemistry,21.0,8,"(7, 2, 3.5)",2-s2.0-78649902873,8976330700
81,81,81,81,Structure and mechanism of the complex between cytochrome P4503A4 and ritonavir,Irina F. Sevrioukova and Thomas L. Poulos,Irina F. Sevrioukova,October 26; 2010 ,Biochemistry,100.0,26,"(85, 2, 42.5)",2-s2.0-78649885201,6602134387
82,82,82,82,Structural insight into the mechanisms of enveloped virus tethering by tetherin,Haitao Yang; Jimin Wang; Xiaofei Jia; Matthew W. McNatt; Trinity Zang; Baocheng Pan; Wuyi Meng; Hong-Wei Wang; Paul D. Bieniasz; and Yong Xiong,Haitao Yang,October 26; 2010 ,Biochemistry,75.0,17,"(81, 2, 40.5)",2-s2.0-78649845815,55731078500
83,83,83,83,Dimerization of a viral SET protein endows its function,Hua Wei and Ming-Ming Zhou,Hua Wei,October 26; 2010 ,Biochemistry,11.0,3,"(0, 0, 0)",2-s2.0-78649890507,57196953406
84,84,84,84,ELOVL1 production of C24 acyl-CoAs is linked to C24 sphingolipid synthesis,Yusuke Ohno; Shota Suto; Masao Yamanaka; Yukiko Mizutani; Susumu Mitsutake; Yasuyuki Igarashi; Takayuki Sassa; and Akio Kihara,Yusuke Ohno,October 26; 2010 ,Biochemistry,120.0,14,"(63, 2, 31.5)",2-s2.0-78649873920,13610456100
85,85,85,85,Structural basis for recognition of arginine methylated Piwi proteins by the extended Tudor domain,Ke Liu; Chen Chen; Yahong Guo; Robert Lam; Chuanbing Bian; Chao Xu; Dorothy Y. Zhao; Jing Jin; Farrell MacKenzie; Tony Pawson; and Jinrong Min,Ke Liu,October 26; 2010 ,Biochemistry,79.0,9,"(0, 0, 0)",2-s2.0-78649842259,56237338900
86,86,86,86,Coupling of tandem Smad ubiquitination regulatory factor (Smurf) WW domains modulates target specificity,P. Andrew Chong; Hong Lin; Jeffrey L. Wrana; and Julie D. Forman-Kay,P. Andrew Chong,October 26; 2010 ,Biochemistry,43.0,9,"(20, 1, 20.0)",2-s2.0-78649875435,36906848900
87,87,87,87,Mitochondrial Lon protease regulates mitochondrial DNA copy number and transcription by selective degradation of mitochondrial transcription factor A (TFAM),Yuichi Matsushima; Yu-ichi Goto; and Laurie S. Kaguni,Yuichi Matsushima,October 26; 2010 ,Biochemistry,109.0,16,"(48, 3, 16.0)",2-s2.0-78649842154,17635230800
88,88,88,88,Engineering of self-assembled nanoparticle platform for precisely controlled combination drug therapy,Nagesh Kolishetti; Shanta Dhar; Pedro M. Valencia; Lucy Q. Lin; Rohit Karnik; Stephen J. Lippard; Robert Langer; and Omid C. Farokhzad,Nagesh Kolishetti,October 19; 2010 ,Biochemistry,346.0,12,"(20, 2, 10.0)",2-s2.0-78149260773,15837300500
89,89,89,89,Nucleosome depletion at yeast terminators is not intrinsic and can occur by a transcriptional mechanism linked to 3’-end formation,Xiaochun Fan; Zarmik Moqtaderi; Yi Jin; Yong Zhang; X. Shirley Liu; and Kevin Struhl,Xiaochun Fan,October 19; 2010 ,Biochemistry,53.0,12,"(247, 3, 82.33333333333333)",2-s2.0-78149237772,55239693700
90,90,90,90,Structural and functional studies on the extracellular domain of BST2/tetherin in reduced and oxidized conformations,Heidi L. Schubert; Qianting Zhai; Virginie Sandrin; Debra M. Eckert; Mitla Garcia-Maya; Louise Saul; Wesley I. Sundquist; Roberto A. Steiner; and Christopher P. Hill,Heidi L. Schubert,October 19; 2010 ,Biochemistry,66.0,29,"(146, 4, 36.5)",2-s2.0-78149243391,55610092800
91,91,91,91,Structure of bacterial cellulose synthase subunit D octamer with four inner passageways,Song-Qing Hu; Yong-Gui Gao; Kenji Tajima; Naoki Sunagawa; Yong Zhou; Shin Kawano; Takaaki Fujiwara; Takanori Yoda; Daisuke Shimura; Yasuharu Satoh; Masanobu Munekata; Isao Tanaka; and Min Yao,Song-Qing Hu,October 19; 2010 ,Biochemistry,53.0,10,"(91, 7, 13.0)",2-s2.0-78149257816,55630288300
92,92,92,92,Structures of aminoacylase 3 in complex with acetylated substrates,Jennifer M. Hsieh; Kirill Tsirulnikov; Michael R. Sawaya; Nathaniel Magilnick; Natalia Abuladze; Ira Kurtz; Jeff Abramson; and Alexander Pushkin,Jennifer M. Hsieh,October 19; 2010 ,Biochemistry,7.0,2,"(0, 0, 0)",2-s2.0-78149255968,36480004100
93,93,93,93,Recruitment of genes and enzymes conferring resistance to the nonnatural toxin bromoacetate,Kevin K. Desai and Brian G. Miller,Kevin K. Desai,October 19; 2010 ,Biochemistry,16.0,6,"(15, 1, 15.0)",2-s2.0-78149274796,14618913400
94,94,94,94,A phosphorylation-regulated amphipathic helix controls the membrane translocation and function of the yeast phosphatidate phosphatase,Eleftherios Karanasios; Gil-Soo Han; Zhi Xu; George M. Carman; and Symeon Siniossoglou,Eleftherios Karanasios,October 12; 2010 ,Biochemistry,99.0,7,"(6, 1, 6.0)",2-s2.0-78049319504,22953438800
95,95,95,95,Strand- and site-specific DNA lesion demarcation by the xeroderma pigmentosum group D helicase,Nadine Mathieu; Nina Kaczmarek; and Hanspeter Naegeli,Nadine Mathieu,October 12; 2010 ,Biochemistry,50.0,4,"(0, 0, 0)",2-s2.0-78049274322,36096858900
96,96,96,96,Inhibition of the visual cycle by A2E through direct interaction with RPE65 and implications in Stargardt disease,Gennadiy Moiseyev; Olga Nikolaeva; Ying Chen; Krysten Farjo; Yusuke Takahashi; and Jian-xing Ma,Gennadiy Moiseyev,October 12; 2010 ,Biochemistry,28.0,26,"(161, 7, 23.0)",2-s2.0-78049271486,6701593975
97,97,97,97,Characterization and structure of DhpI; a phosphonate O-methyltransferase involved in dehydrophos biosynthesis,Jin-Hee Lee; Brian Bae; Michael Kuemin; Benjamin T. Circello; William W. Metcalf; Satish K. Nair; and Wilfred A. van der Donk,Jin-Hee Lee,October 12; 2010 ,Biochemistry,28.0,4,"(12, 1, 12.0)",2-s2.0-78049274321,42361341600
98,98,98,98,Structural basis for glucose-6-phosphate activation of glycogen synthase,Sulochanadevi Baskaran; Peter J. Roach; Anna A. DePaoli-Roach; and Thomas D. Hurley,Sulochanadevi Baskaran,October 12; 2010 ,Biochemistry,40.0,8,"(22, 1, 22.0)",2-s2.0-78049302247,7006341804
99,99,99,99,Structural basis for the autoprocessing of zinc metalloproteases in the thermolysin family,Xiang Gao; Jue Wang; Da-Qi Yu; Fei Bian; Bin-Bin Xie; Xiu-Lan Chen; Bai-Cheng Zhou; Lu-Hua Lai; Zhi-Xin Wang; Jia-Wei Wu; and Yu-Zhong Zhang,Xiang Gao,October 12; 2010 ,Biochemistry,32.0,8,"(46, 1, 46.0)",2-s2.0-78049250008,57198547923
100,100,100,100,Structural basis for mRNA surveillance by archaeal Pelota and GTP-bound EF1α complex,Kan Kobayashi; Izumi Kikuno; Kazushige Kuroha; Kazuki Saito; Koichi Ito; Ryuichiro Ishitani; Toshifumi Inada; and Osamu Nureki,Kan Kobayashi,October 12; 2010 ,Biochemistry,62.0,-1,0,0,0
101,101,101,101,Defining the mechanism of polymerization in the serpinopathies,Ugo I. Ekeowa; Joanna Freeke; Elena Miranda; Bibek Gooptu; Matthew F. Bush; Juan Pérez; Jeff Teckman; Carol V. Robinson; and David A. Lomas,Ugo I. Ekeowa,October 5; 2010 ,Biochemistry,93.0,12,"(102, 2, 51.0)",2-s2.0-78049239444,26656688000
102,102,102,102,A heterodimeric complex of the LRR proteins LRIM1 and APL1C regulates complement-like immunity in Anopheles gambiae,Richard H. G. Baxter; Stefanie Steinert; Yogarany Chelliah; Gloria Volohonsky; Elena A. Levashina; and Johann Deisenhofer,Richard H. G. Baxter,September 28; 2010 ,Biochemistry,31.0,14,"(159, 2, 79.5)",2-s2.0-78049297909,26663015200
103,103,103,103,Identification of the biosynthetic gene cluster for the pacidamycin group of peptidyl nucleoside antibiotics,Wenjun Zhang; Bohdan Ostash; and Christopher T. Walsh,Wenjun Zhang,September 28; 2010 ,Biochemistry,60.0,22,"(268, 8, 33.5)",2-s2.0-78049295122,55706399000
104,104,104,104,Branchiostoma floridae has separate healing and sealing enzymes for 5′-phosphate RNA ligation ,Markus Englert; Kelly Sheppard; Sarath Gundllapalli; Hildburg Beier; and Dieter Söll,Markus Englert,September 28; 2010 ,Biochemistry,17.0,13,"(0, 0, 0)",2-s2.0-78049291343,7005444421
105,105,105,105,Vertebrate fatty acyl desaturase with Δ4 activity,Yuanyou Li; Oscar Monroig; Liang Zhang; Shuqi Wang; Xiaozhong Zheng; James R. Dick; Cuihong You; and Douglas R. Tocher,Yuanyou Li,September 28; 2010 ,Biochemistry,114.0,-1,0,0,0
106,106,106,106,Design of embedded chimeric peptide nucleic acids that efficiently enter and accurately reactivate gene expression in vivo,Joy Chen; Kenneth R. Peterson; Camelia Iancu-Rubin; and James J. Bieker,Joy Chen,September 28; 2010 ,Biochemistry,9.0,1,"(0, 0, 0)",2-s2.0-78049256781,36774205600
107,107,107,107,CD22 EXON 12 deletion as a pathogenic mechanism of human B-precursor leukemia,Fatih M. Uckun; Patricia Goodman; Hong Ma; Ilker Dibirdik; and Sanjive Qazi,Fatih M. Uckun,September 28; 2010 ,Biochemistry,22.0,65,"(58, 5, 11.6)",2-s2.0-78049276263,35448548100
108,108,108,108,Gene-silencing reveals the functional significance of pheromone biosynthesis activating neuropeptide receptor (PBAN-R) in a male moth,Rachel Bober and Ada Rafaeli,Rachel Bober,September 28; 2010 ,Biochemistry,21.0,4,"(0, 0, 0)",2-s2.0-78049285753,8578876200
109,109,109,109,Bioenergetic cost of making an adenosine triphosphate molecule in animal mitochondria,Ian N. Watt; Martin G. Montgomery; Michael J. Runswick; Andrew G. W. Leslie; and John E. Walker,Ian N. Watt,September 28; 2010 ,Biochemistry,223.0,3,"(0, 0, 0)",2-s2.0-78049288139,36775693000
110,110,110,110,Triton X-100 concentration effects on membrane permeability of a single HeLa cell by scanning electrochemical microscopy (SECM),Dipankar Koley and Allen J. Bard,Dipankar Koley,September 28; 2010 ,Biochemistry,110.0,13,"(116, 3, 38.666666666666664)",2-s2.0-78049233240,9236215100
111,111,111,111,Trapping and spectroscopic characterization of an FeIII-superoxo intermediate from a nonheme mononuclear iron-containing enzyme,Michael M. Mbughuni; Mrinmoy Chakrabarti; Joshua A. Hayden; Emile L. Bominaar; Michael P. Hendrich; Eckard Münck; and John D. Lipscomb,Michael M. Mbughuni,September 28; 2010 ,Biochemistry,91.0,6,"(0, 0, 0)",2-s2.0-78049259568,36602950000
112,112,112,112,Improvement of φ29 DNA polymerase amplification performance by fusion of DNA binding motifs,Miguel de Vega; José M. Lázaro; Mario Mencía; Luis Blanco; and Margarita Salas,Miguel de Vega,September 21; 2010 ,Biochemistry,19.0,-1,0,0,0
113,113,113,113,Proteomic analyses identify a diverse array of nuclear processes affected by small ubiquitin-like modifier conjugation in Arabidopsis,Marcus J. Miller; Gregory A. Barrett-Wilt; Zhihua Hua; and Richard D. Vierstra,Marcus J. Miller,September 21; 2010 ,Biochemistry,131.0,4,"(0, 0, 0)",2-s2.0-78049235116,56283291500
114,114,114,114,G-quadruplex structures in RNA stimulate mitochondrial transcription termination and primer formation,Paulina H. Wanrooij; Jay P. Uhler; Tomas Simonsson; Maria Falkenberg; and Claes M. Gustafsson,Paulina H. Wanrooij,September 14; 2010 ,Biochemistry,76.0,9,"(0, 0, 0)",2-s2.0-77958007950,36549862500
115,115,115,115,Structure and inhibition of herpesvirus DNA packaging terminase nuclease domain,Marta Nadal; Philippe J. Mas; Alexandre G. Blanco; Carme Arnan; Maria Solà; Darren J. Hart; and Miquel Coll,Marta Nadal,September 14; 2010 ,Biochemistry,63.0,1,"(0, 0, 0)",2-s2.0-78049277843,36559933900
116,116,116,116,Catalytic and chaperone-like functions in an intrinsically disordered protein associated with desiccation tolerance,Sohini Chakrabortee; Filip Meersman; Gabriele S. Kaminski Schierle; Carlos W. Bertoncini; Brian McGee; Clemens F. Kaminski; and Alan Tunnacliffe,Sohini Chakrabortee,September 14; 2010 ,Biochemistry,38.0,12,"(141, 1, 141.0)",2-s2.0-77958011138,22833778400
117,117,117,117,Chk1 promotes replication fork progression by controlling replication initiation,Eva Petermann; Mick Woodcock; and Thomas Helleday,Eva Petermann,September 14; 2010 ,Biochemistry,132.0,23,"(1283, 4, 320.75)",2-s2.0-77957982422,12809702700
118,118,118,118,PCNA function in the activation and strand direction of MutLα endonuclease in mismatch repair,Anna Pluciennik; Leonid Dzantiev; Ravi R. Iyer; Nicoleta Constantin; Farid A. Kadyrov; and Paul Modrich,Anna Pluciennik,September 14; 2010 ,Biochemistry,126.0,-1,0,0,0
119,119,119,119,Four-electron oxidation of p-hydroxylaminobenzoate to p-nitrobenzoate by a peroxodiferric complex in AurF from Streptomyces thioluteus,Ning Li; Victoria Korneeva Korboukh; Carsten Krebs; and J. Martin Bollinger Jr.,Ning Li,September 7; 2010 ,Biochemistry,36.0,8,"(48, 1, 48.0)",2-s2.0-77957685184,55902904700
120,120,120,120,H-NS forms a superhelical protein scaffold for DNA condensation,Stefan T. Arold; Paul G. Leonard; Gary N. Parkinson; and John E. Ladbury,Stefan T. Arold,September 7; 2010 ,Biochemistry,81.0,32,0,2-s2.0-77957683898,6701763981
121,121,121,121,Assembly of Qβ viral RNA polymerase with host translational elongation factors EF-Tu and -Ts,Daijiro Takeshita and Kozo Tomita,Daijiro Takeshita,September 7; 2010 ,Biochemistry,34.0,-1,0,0,0
122,122,122,122,Aquaporin-3 mediates hydrogen peroxide uptake to regulate downstream intracellular signaling,Evan W. Miller; Bryan C. Dickinson; and Christopher J. Chang,Evan W. Miller,September 7; 2010 ,Biochemistry,269.0,21,"(477, 4, 119.25)",2-s2.0-77957652745,9734156100
123,123,123,123,Mechanism for pH-dependent gene regulation by amino-terminus-mediated homooligomerization of Bacillus subtilis anti-trp RNA-binding attenuation protein,Joseph R. Sachleben; Craig A. McElroy; Paul Gollnick; and Mark P. Foster,Joseph R. Sachleben,August 31; 2010 ,Biochemistry,3.0,17,"(77, 1, 77.0)",2-s2.0-77957266145,6602124151
124,124,124,124,A family of diiron monooxygenases catalyzing amino acid beta-hydroxylation in antibiotic biosynthesis,Thomas M. Makris; Mrinmoy Chakrabarti; Eckard Münck; and John D. Lipscomb,Thomas M. Makris,August 31; 2010 ,Biochemistry,39.0,22,"(49, 1, 49.0)",2-s2.0-77957256569,7003417055
125,125,125,125,Structural basis for the regulation of NtcA-dependent transcription by proteins PipX and PII,José L. Llácer; Javier Espinosa; Miguel A. Castells; Asunción Contreras; Karl Forchhammer; and Vicente Rubio,José L. Llácer,August 31; 2010 ,Biochemistry,62.0,9,"(41, 1, 41.0)",2-s2.0-77957268031,36111385300
126,126,126,126,Structural basis for the glucan phosphatase activity of Starch Excess4,Craig W. Vander Kooi; Adam O. Taylor; Rachel M. Pace; David A. Meekins; Hou-Fu Guo; Youngjun Kim; and Matthew S. Gentry,Craig W. Vander Kooi,August 31; 2010 ,Biochemistry,30.0,5,"(0, 0, 0)",2-s2.0-77957272853,55311465400
127,127,127,127,New strategy for the synthesis of chemically modified RNA constructs exemplified by hairpin and hammerhead ribozymes,Afaf H. El-Sagheer and Tom Brown,Afaf H. El-Sagheer,August 31; 2010 ,Biochemistry,78.0,24,"(324, 8, 40.5)",2-s2.0-77957286568,15720360800
128,128,128,128,Dysregulation of the mevalonate pathway promotes transformation,James W. Clendening; Aleks Pandyra; Paul C. Boutros; Samah El Ghamrasni; Fereshteh Khosravi; Grace A. Trentin; Anna Martirosyan; Anne Hakem; Razqallah Hakem; Igor Jurisica; and Linda Z. Penn,James W. Clendening,August 24; 2010 ,Biochemistry,157.0,8,"(0, 0, 0)",2-s2.0-77956989082,16642115400
129,129,129,129,Plasticity of lipid-protein interactions in the function and topogenesis of the membrane protein lactose permease from Escherichia coli,Mikhail Bogdanov; Philip Heacock; Ziqiang Guan; and William Dowhan,Mikhail Bogdanov,August 24; 2010 ,Biochemistry,53.0,30,"(239, 4, 59.75)",2-s2.0-77957014498,7006640410
130,130,130,130,Vitamin K epoxide reductase prefers ER membrane-anchored thioredoxin-like redox partners,Sol Schulman; Belinda Wang; Weikai Li; and Tom A. Rapoport,Sol Schulman,August 24; 2010 ,Biochemistry,82.0,12,"(0, 0, 0)",2-s2.0-77957007036,16310709800
131,131,131,131,Conformational dynamics of bacteriophage T7 DNA polymerase and its processivity factor; Escherichia coli thioredoxin,Barak Akabayov; Sabine R. Akabayov; Seung-Joo Lee; Stanley Tabor; Arkadiusz W. Kulczyk; and Charles C. Richardson,Barak Akabayov,August 24; 2010 ,Biochemistry,28.0,12,"(14, 1, 14.0)",2-s2.0-77957014812,6505887977
132,132,132,132,Structural basis for high-affinity HER2 receptor binding by an engineered protein,Charles Eigenbrot; Mark Ultsch; Anatoly Dubnovitsky; Lars Abrahmsén; and Torleif Härd,Charles Eigenbrot,August 24; 2010 ,Biochemistry,77.0,41,"(179, 4, 44.75)",2-s2.0-77956176686,7004735860
133,133,133,133,Structure and function of the polymerase core of TRAMP; a RNA surveillance complex,Stephanie Hamill; Sandra L. Wolin; and Karin M. Reinisch,Stephanie Hamill,August 24; 2010 ,Biochemistry,33.0,8,"(0, 0, 0)",2-s2.0-77957014655,6701607608
134,134,134,134,Amyloid beta 42 peptide (Aβ42)-lowering compounds directly bind to Aβ and interfere with amyloid precursor protein (APP) transmembrane dimerization,Luise Richter; Lisa-Marie Munter; Julia Ness; Peter W. Hildebrand; Muralidhar Dasari; Stephanie Unterreitmeier; Bruno Bulic; Michael Beyermann; Ronald Gust; Bernd Reif; Sascha Weggen; Dieter Langosch; and Gerd Multhaup,Luise Richter,August 17; 2010 ,Biochemistry,75.0,-1,0,0,0
135,135,135,135,In vitro and in vivo reconstitution of the cadherin–catenin–actin complex from Caenorhabditis elegans,Adam V. Kwiatkowski; Stephanie L. Maiden; Sabine Pokutta; Hee-Jung Choi; Jacqueline M. Benjamin; Allison M. Lynch; W. James Nelson; William I. Weis; and Jeff Hardin,Adam V. Kwiatkowski,August 17; 2010 ,Biochemistry,59.0,18,"(67, 2, 33.5)",2-s2.0-79952743358,7005571819
136,136,136,136,Interaction of JMJD6 with single-stranded RNA,Xia Hong; Jianye Zang; Janice White; Chao Wang; Cheol-Ho Pan; Rui Zhao; Robert C. Murphy; Shaodong Dai; Peter Henson; John W. Kappler; James Hagman; and Gongyi Zhang,Xia Hong,August 17; 2010 ,Biochemistry,57.0,7,"(0, 0, 0)",2-s2.0-77957061888,36501906500
137,137,137,137,Ribosomal protein L7Ae is a subunit of archaeal RNase P,I-Ming Cho; Lien B. Lai; Dwi Susanti; Biswarup Mukhopadhyay; and Venkat Gopalan,I-Ming Cho,August 17; 2010 ,Biochemistry,42.0,4,"(0, 0, 0)",2-s2.0-77956274154,36501169900
138,138,138,138,Telomeric repeat-containing RNA structure in living cells,Yan Xu; Yuta Suzuki; Kenichiro Ito; and Makoto Komiyama,Yan Xu,August 17; 2010 ,Biochemistry,106.0,22,"(352, 9, 39.111111111111114)",2-s2.0-77957032993,56991584700
139,139,139,139,Homologs of aminoacyl-tRNA synthetases acylate carrier proteins and provide a link between ribosomal and nonribosomal peptide synthesis,Marko Mocibob; Nives Ivic; Silvija Bilokapic; Timm Maier; Marija Luic; Nenad Ban; and Ivana Weygand-Durasevic,Marko Mocibob,August 17; 2010 ,Biochemistry,33.0,5,"(11, 1, 11.0)",2-s2.0-77957079227,7801549315
140,140,140,140,Error-free replicative bypass of thymine glycol by the combined action of DNA polymerases κ and ζ in human cells,Jung-Hoon Yoon; Gita Bhatia; Satya Prakash; and Louise Prakash,Jung-Hoon Yoon,August 10; 2010 ,Biochemistry,36.0,21,"(283, 4, 70.75)",2-s2.0-77956289981,56560466600
141,141,141,141,Synchrotron radiation circular dichroism spectroscopy-defined structure of the C-terminal domain of NaChBac and its role in channel assembly,Andrew M. Powl; Andrias O. O’Reilly; Andrew J. Miles; and B. A. Wallace,Andrew M. Powl,August 10; 2010 ,Biochemistry,30.0,11,"(101, 3, 33.666666666666664)",2-s2.0-77956294944,8400594400
142,142,142,142,Anthrax toxin-neutralizing antibody reconfigures the protective antigen heptamer into a supercomplex,Mazdak Radjainia; Jae-Kyung Hyun; Clinton E. Leysath; Stephen H. Leppla; and Alok K. Mitra,Mazdak Radjainia,August 10; 2010 ,Biochemistry,12.0,12,"(87, 3, 29.0)",2-s2.0-77956277077,24449842000
