title,authors,firstAuthor,date,category,citationNumber
Branchiostoma floridae has separate healing and sealing enzymes for 5′-phosphate RNA ligation ,Markus Englert; Kelly Sheppard; Sarath Gundllapalli; Hildburg Beier; and Dieter Söll,Markus Englert,September 28; 2010 ,Biochemistry,17
Vertebrate fatty acyl desaturase with Δ4 activity,Yuanyou Li; Oscar Monroig; Liang Zhang; Shuqi Wang; Xiaozhong Zheng; James R. Dick; Cuihong You; and Douglas R. Tocher,Yuanyou Li,September 28; 2010 ,Biochemistry,114
Design of embedded chimeric peptide nucleic acids that efficiently enter and accurately reactivate gene expression in vivo,Joy Chen; Kenneth R. Peterson; Camelia Iancu-Rubin; and James J. Bieker,Joy Chen,September 28; 2010 ,Biochemistry,9
CD22 EXON 12 deletion as a pathogenic mechanism of human B-precursor leukemia,Fatih M. Uckun; Patricia Goodman; Hong Ma; Ilker Dibirdik; and Sanjive Qazi,Fatih M. Uckun,September 28; 2010 ,Biochemistry,22
Gene-silencing reveals the functional significance of pheromone biosynthesis activating neuropeptide receptor (PBAN-R) in a male moth,Rachel Bober and Ada Rafaeli,Rachel Bober,September 28; 2010 ,Biochemistry,21
Bioenergetic cost of making an adenosine triphosphate molecule in animal mitochondria,Ian N. Watt; Martin G. Montgomery; Michael J. Runswick; Andrew G. W. Leslie; and John E. Walker,Ian N. Watt,September 28; 2010 ,Biochemistry,223
Triton X-100 concentration effects on membrane permeability of a single HeLa cell by scanning electrochemical microscopy (SECM),Dipankar Koley and Allen J. Bard,Dipankar Koley,September 28; 2010 ,Biochemistry,110
Trapping and spectroscopic characterization of an FeIII-superoxo intermediate from a nonheme mononuclear iron-containing enzyme,Michael M. Mbughuni; Mrinmoy Chakrabarti; Joshua A. Hayden; Emile L. Bominaar; Michael P. Hendrich; Eckard Münck; and John D. Lipscomb,Michael M. Mbughuni,September 28; 2010 ,Biochemistry,91
Improvement of φ29 DNA polymerase amplification performance by fusion of DNA binding motifs,Miguel de Vega; José M. Lázaro; Mario Mencía; Luis Blanco; and Margarita Salas,Miguel de Vega,September 21; 2010 ,Biochemistry,19
Proteomic analyses identify a diverse array of nuclear processes affected by small ubiquitin-like modifier conjugation in Arabidopsis,Marcus J. Miller; Gregory A. Barrett-Wilt; Zhihua Hua; and Richard D. Vierstra,Marcus J. Miller,September 21; 2010 ,Biochemistry,131
G-quadruplex structures in RNA stimulate mitochondrial transcription termination and primer formation,Paulina H. Wanrooij; Jay P. Uhler; Tomas Simonsson; Maria Falkenberg; and Claes M. Gustafsson,Paulina H. Wanrooij,September 14; 2010 ,Biochemistry,76
Structure and inhibition of herpesvirus DNA packaging terminase nuclease domain,Marta Nadal; Philippe J. Mas; Alexandre G. Blanco; Carme Arnan; Maria Solà; Darren J. Hart; and Miquel Coll,Marta Nadal,September 14; 2010 ,Biochemistry,63
Catalytic and chaperone-like functions in an intrinsically disordered protein associated with desiccation tolerance,Sohini Chakrabortee; Filip Meersman; Gabriele S. Kaminski Schierle; Carlos W. Bertoncini; Brian McGee; Clemens F. Kaminski; and Alan Tunnacliffe,Sohini Chakrabortee,September 14; 2010 ,Biochemistry,38
Chk1 promotes replication fork progression by controlling replication initiation,Eva Petermann; Mick Woodcock; and Thomas Helleday,Eva Petermann,September 14; 2010 ,Biochemistry,132
PCNA function in the activation and strand direction of MutLα endonuclease in mismatch repair,Anna Pluciennik; Leonid Dzantiev; Ravi R. Iyer; Nicoleta Constantin; Farid A. Kadyrov; and Paul Modrich,Anna Pluciennik,September 14; 2010 ,Biochemistry,126
Four-electron oxidation of p-hydroxylaminobenzoate to p-nitrobenzoate by a peroxodiferric complex in AurF from Streptomyces thioluteus,Ning Li; Victoria Korneeva Korboukh; Carsten Krebs; and J. Martin Bollinger Jr.,Ning Li,September 7; 2010 ,Biochemistry,36
H-NS forms a superhelical protein scaffold for DNA condensation,Stefan T. Arold; Paul G. Leonard; Gary N. Parkinson; and John E. Ladbury,Stefan T. Arold,September 7; 2010 ,Biochemistry,81
Assembly of Qβ viral RNA polymerase with host translational elongation factors EF-Tu and -Ts,Daijiro Takeshita and Kozo Tomita,Daijiro Takeshita,September 7; 2010 ,Biochemistry,34
Aquaporin-3 mediates hydrogen peroxide uptake to regulate downstream intracellular signaling,Evan W. Miller; Bryan C. Dickinson; and Christopher J. Chang,Evan W. Miller,September 7; 2010 ,Biochemistry,269
Mechanism for pH-dependent gene regulation by amino-terminus-mediated homooligomerization of Bacillus subtilis anti-trp RNA-binding attenuation protein,Joseph R. Sachleben; Craig A. McElroy; Paul Gollnick; and Mark P. Foster,Joseph R. Sachleben,August 31; 2010 ,Biochemistry,3
A family of diiron monooxygenases catalyzing amino acid beta-hydroxylation in antibiotic biosynthesis,Thomas M. Makris; Mrinmoy Chakrabarti; Eckard Münck; and John D. Lipscomb,Thomas M. Makris,August 31; 2010 ,Biochemistry,39
Structural basis for the regulation of NtcA-dependent transcription by proteins PipX and PII,José L. Llácer; Javier Espinosa; Miguel A. Castells; Asunción Contreras; Karl Forchhammer; and Vicente Rubio,José L. Llácer,August 31; 2010 ,Biochemistry,62
Structural basis for the glucan phosphatase activity of Starch Excess4,Craig W. Vander Kooi; Adam O. Taylor; Rachel M. Pace; David A. Meekins; Hou-Fu Guo; Youngjun Kim; and Matthew S. Gentry,Craig W. Vander Kooi,August 31; 2010 ,Biochemistry,30
New strategy for the synthesis of chemically modified RNA constructs exemplified by hairpin and hammerhead ribozymes,Afaf H. El-Sagheer and Tom Brown,Afaf H. El-Sagheer,August 31; 2010 ,Biochemistry,78
Dysregulation of the mevalonate pathway promotes transformation,James W. Clendening; Aleks Pandyra; Paul C. Boutros; Samah El Ghamrasni; Fereshteh Khosravi; Grace A. Trentin; Anna Martirosyan; Anne Hakem; Razqallah Hakem; Igor Jurisica; and Linda Z. Penn,James W. Clendening,August 24; 2010 ,Biochemistry,157
Plasticity of lipid-protein interactions in the function and topogenesis of the membrane protein lactose permease from Escherichia coli,Mikhail Bogdanov; Philip Heacock; Ziqiang Guan; and William Dowhan,Mikhail Bogdanov,August 24; 2010 ,Biochemistry,53
Vitamin K epoxide reductase prefers ER membrane-anchored thioredoxin-like redox partners,Sol Schulman; Belinda Wang; Weikai Li; and Tom A. Rapoport,Sol Schulman,August 24; 2010 ,Biochemistry,82
Conformational dynamics of bacteriophage T7 DNA polymerase and its processivity factor; Escherichia coli thioredoxin,Barak Akabayov; Sabine R. Akabayov; Seung-Joo Lee; Stanley Tabor; Arkadiusz W. Kulczyk; and Charles C. Richardson,Barak Akabayov,August 24; 2010 ,Biochemistry,28
Structural basis for high-affinity HER2 receptor binding by an engineered protein,Charles Eigenbrot; Mark Ultsch; Anatoly Dubnovitsky; Lars Abrahmsén; and Torleif Härd,Charles Eigenbrot,August 24; 2010 ,Biochemistry,77
Structure and function of the polymerase core of TRAMP; a RNA surveillance complex,Stephanie Hamill; Sandra L. Wolin; and Karin M. Reinisch,Stephanie Hamill,August 24; 2010 ,Biochemistry,33
Amyloid beta 42 peptide (Aβ42)-lowering compounds directly bind to Aβ and interfere with amyloid precursor protein (APP) transmembrane dimerization,Luise Richter; Lisa-Marie Munter; Julia Ness; Peter W. Hildebrand; Muralidhar Dasari; Stephanie Unterreitmeier; Bruno Bulic; Michael Beyermann; Ronald Gust; Bernd Reif; Sascha Weggen; Dieter Langosch; and Gerd Multhaup,Luise Richter,August 17; 2010 ,Biochemistry,75
In vitro and in vivo reconstitution of the cadherin–catenin–actin complex from Caenorhabditis elegans,Adam V. Kwiatkowski; Stephanie L. Maiden; Sabine Pokutta; Hee-Jung Choi; Jacqueline M. Benjamin; Allison M. Lynch; W. James Nelson; William I. Weis; and Jeff Hardin,Adam V. Kwiatkowski,August 17; 2010 ,Biochemistry,59
Interaction of JMJD6 with single-stranded RNA,Xia Hong; Jianye Zang; Janice White; Chao Wang; Cheol-Ho Pan; Rui Zhao; Robert C. Murphy; Shaodong Dai; Peter Henson; John W. Kappler; James Hagman; and Gongyi Zhang,Xia Hong,August 17; 2010 ,Biochemistry,57
Ribosomal protein L7Ae is a subunit of archaeal RNase P,I-Ming Cho; Lien B. Lai; Dwi Susanti; Biswarup Mukhopadhyay; and Venkat Gopalan,I-Ming Cho,August 17; 2010 ,Biochemistry,42
Telomeric repeat-containing RNA structure in living cells,Yan Xu; Yuta Suzuki; Kenichiro Ito; and Makoto Komiyama,Yan Xu,August 17; 2010 ,Biochemistry,106
Homologs of aminoacyl-tRNA synthetases acylate carrier proteins and provide a link between ribosomal and nonribosomal peptide synthesis,Marko Mocibob; Nives Ivic; Silvija Bilokapic; Timm Maier; Marija Luic; Nenad Ban; and Ivana Weygand-Durasevic,Marko Mocibob,August 17; 2010 ,Biochemistry,33
Error-free replicative bypass of thymine glycol by the combined action of DNA polymerases κ and ζ in human cells,Jung-Hoon Yoon; Gita Bhatia; Satya Prakash; and Louise Prakash,Jung-Hoon Yoon,August 10; 2010 ,Biochemistry,36
Synchrotron radiation circular dichroism spectroscopy-defined structure of the C-terminal domain of NaChBac and its role in channel assembly,Andrew M. Powl; Andrias O. O’Reilly; Andrew J. Miles; and B. A. Wallace,Andrew M. Powl,August 10; 2010 ,Biochemistry,30
Anthrax toxin-neutralizing antibody reconfigures the protective antigen heptamer into a supercomplex,Mazdak Radjainia; Jae-Kyung Hyun; Clinton E. Leysath; Stephen H. Leppla; and Alok K. Mitra,Mazdak Radjainia,August 10; 2010 ,Biochemistry,12
Daxx is an H3.3-specific histone chaperone and cooperates with ATRX in replication-independent chromatin assembly at telomeres,Peter W. Lewis; Simon J. Elsaesser; Kyung-Min Noh; Sonja C. Stadler; and C. David Allis,Peter W. Lewis,August 10; 2010 ,Biochemistry,346
A new family of enzymes catalyzing the first committed step of the methylerythritol 4-phosphate (MEP) pathway for isoprenoid biosynthesis in bacteria,Félix J. Sangari; Jordi Pérez-Gil; Lorenzo Carretero-Paulet; Juan M. García-Lobo; and Manuel Rodríguez-Concepción,Félix J. Sangari,August 10; 2010 ,Biochemistry,29
NMR resonance assignments of thrombin reveal the conformational and dynamic effects of ligation,Bernhard C. Lechtenberg; Daniel J. D. Johnson; Stefan M. V. Freund; and James A. Huntington,Bernhard C. Lechtenberg,August 10; 2010 ,Biochemistry,72
Hydrocarbon double-stapling remedies the proteolytic instability of a lengthy peptide therapeutic,Gregory H. Bird; Navid Madani; Alisa F. Perry; Amy M. Princiotto; Jeffrey G. Supko; Xiaoying He; Evripidis Gavathiotis; Joseph G. Sodroski; and Loren D. Walensky,Gregory H. Bird,August 10; 2010 ,Biochemistry,133
Conformational switch triggered by α-ketoglutarate in a halogenase of curacin A biosynthesis,Dheeraj Khare; Bo Wang; Liangcai Gu; Jamie Razelun; David H. Sherman; William H. Gerwick; Kristina Håkansson; and Janet L. Smith,Dheeraj Khare,August 10; 2010 ,Biochemistry,44
Distinct class of DNA-binding domains is exemplified by a master regulator of phenotypic switching in Candida albicans,Matthew B. Lohse; Rebecca E. Zordan; Christopher W. Cain; and Alexander D. Johnson,Matthew B. Lohse,August 10; 2010 ,Biochemistry,34
Subunits fold at position-dependent rates during maturation of a eukaryotic RNA virus,Tsutomu Matsui; Gabriel C. Lander; Reza Khayat; and John E. Johnson,Tsutomu Matsui,August 10; 2010 ,Biochemistry,14
Structural basis for the specific inhibition of heterotrimeric Gq protein by a small molecule,Akiyuki Nishimura; Ken Kitano; Jun Takasaki; Masatoshi Taniguchi; Norikazu Mizuno; Kenji Tago; Toshio Hakoshima; and Hiroshi Itoh,Akiyuki Nishimura,August 3; 2010 ,Biochemistry,80
Identification of the gene encoding alkylglycerol monooxygenase defines a third class of tetrahydrobiopterin-dependent enzymes,Katrin Watschinger; Markus A. Keller; Georg Golderer; Martin Hermann; Manuel Maglione; Bettina Sarg; Herbert H. Lindner; Albin Hermetter; Gabriele Werner-Felmayer; Robert Konrat; Nicolas Hulo; and Ernst R. Werner,Katrin Watschinger,August 3; 2010 ,Biochemistry,42
Picosecond primary structural transition of the heme is retarded after nitric oxide binding to heme proteins,Sergei G. Kruglik; Byung-Kuk Yoo; Stefan Franzen; Marten H. Vos; Jean-Louis Martin; and Michel Negrerie,Sergei G. Kruglik,August 3; 2010 ,Biochemistry,33
Insights into eukaryotic DNA priming from the structure and functional interactions of the 4Fe-4S cluster domain of human DNA primase,Sivaraja Vaithiyalingam; Eric M. Warren; Brandt F. Eichman; and Walter J. Chazin,Sivaraja Vaithiyalingam,August 3; 2010 ,Biochemistry,41
Reconstitution of RPA-covered single-stranded DNA-activated ATR-Chk1 signaling,Jun-Hyuk Choi; Laura A. Lindsey-Boltz; Michael Kemp; Aaron C. Mason; Marc S. Wold; and Aziz Sancar,Jun-Hyuk Choi,August 3; 2010 ,Biochemistry,67
Structural basis for agonism and antagonism of hepatocyte growth factor,W. David Tolbert; Jennifer Daugherty-Holtrop; Ermanno Gherardi; George Vande Woude; and H. Eric Xu,W. David Tolbert,July 27; 2010 ,Biochemistry,38
Glutathione import in Haemophilus influenzae Rd is primed by the periplasmic heme-binding protein HbpA,Bjorn Vergauwen; Jonathan Elegheert; Ann Dansercoer; Bart Devreese; and Savvas N. Savvides,Bjorn Vergauwen,July 27; 2010 ,Biochemistry,35
Tunable recognition of the steroid α-face by adjacent π-electron density,T. Friščić; R. W. Lancaster; L. Fábián; and P. G. Karamertzanis,T. Friščić,July 27; 2010 ,Biochemistry,34
Mechanisms and implications of transcription blockage by guanine-rich DNA sequences,Boris P. Belotserkovskii; Richard Liu; Silvia Tornaletti; Maria M. Krasilnikova; Sergei M. Mirkin; and Philip C. Hanawalt,Boris P. Belotserkovskii,July 20; 2010 ,Biochemistry,73
Structure of bacterial LigD 3′-phosphoesterase unveils a DNA repair superfamily,Pravin A. Nair; Paul Smith; and Stewart Shuman,Pravin A. Nair,July 20; 2010 ,Biochemistry,18
Maternal dietary choline deficiency alters angiogenesis in fetal mouse hippocampus,Mihai G. Mehedint; Corneliu N. Craciunescu; and Steven H. Zeisel,Mihai G. Mehedint,July 20; 2010 ,Biochemistry,63
The 3-4 loop of an archaeal glutamate transporter homolog experiences ligand-induced structural changes and is essential for transport,Emma L. R. Compton; Erin M. Taylor; and Joseph A. Mindell,Emma L. R. Compton,July 20; 2010 ,Biochemistry,16
Pyrimidine biosynthesis links mitochondrial respiration to the p53 pathway,Anastasia A. Khutornenko; Vladimir V. Roudko; Boris V. Chernyak; Andrey B. Vartapetian; Peter M. Chumakov; and Alexandra G. Evstafieva,Anastasia A. Khutornenko,July 20; 2010 ,Biochemistry,59
HIV Rev response element (RRE) directs assembly of the Rev homooligomer into discrete asymmetric complexes,Matthew D. Daugherty; David S. Booth; Bhargavi Jayaraman; Yifan Cheng; and Alan D. Frankel,Matthew D. Daugherty,July 13; 2010 ,Biochemistry,47
Structural basis for the allosteric control of the global transcription factor NtcA by the nitrogen starvation signal 2-oxoglutarate,Meng-Xi Zhao; Yong-Liang Jiang; Yong-Xing He; Yi-Fei Chen; Yan-Bin Teng; Yuxing Chen; Cheng-Cai Zhang; and Cong-Zhao Zhou,Meng-Xi Zhao,July 13; 2010 ,Biochemistry,55
Structural basis for recognition of phosphodiester-containing lysosomal enzymes by the cation-independent mannose 6-phosphate receptor,Linda J. Olson; Francis C. Peterson; Alicia Castonguay; Richard N. Bohnsack; Mariko Kudo; Russell R. Gotschall; William M. Canfield; Brian F. Volkman; and Nancy M. Dahms,Linda J. Olson,July 13; 2010 ,Biochemistry,24
LIM-domain proteins; LIMD1; Ajuba; and WTIP are required for microRNA-mediated gene silencing,Victoria James; Yining Zhang; Daniel E. Foxler; Cornelia H. de Moor; Yi Wen Kong; Thomas M. Webb; Tim J. Self; Yungfeng Feng; Dimitrios Lagos; Chia-Ying Chu; Tariq M. Rana; Simon J. Morley; Gregory D. Longmore; Martin Bushell; and Tyson V. Sharp,Victoria James,July 13; 2010 ,Biochemistry,28
Energy transducing redox steps of the Na+-pumping NADH:quinone oxidoreductase from Vibrio cholerae,Oscar Juárez; Joel E. Morgan; Mark J. Nilges; and Blanca Barquera,Oscar Juárez,July 13; 2010 ,Biochemistry,31
Structural characterization of the Get4/Get5 complex and its interaction with Get3,Justin W. Chartron; Christian J. M. Suloway; Ma’ayan Zaslaver; and William M. Clemons Jr.,Justin W. Chartron,July 6; 2010 ,Biochemistry,49
Core human mitochondrial transcription apparatus is a regulated two-component system in vitro,Timothy E. Shutt; Maria F. Lodeiro; Justin Cotney; Craig E. Cameron; and Gerald S. Shadel,Timothy E. Shutt,July 6; 2010 ,Biochemistry,56
Structural analysis reveals the characteristic features of Mtr4; a DExH helicase involved in nuclear RNA processing and surveillance,John R. Weir; Fabien Bonneau; Jendrik Hentschel; and Elena Conti,John R. Weir,July 6; 2010 ,Biochemistry,77
Nucleobase-mediated general acid-base catalysis in the Varkud satellite ribozyme,Timothy J. Wilson; Nan-Sheng Li; Jun Lu; John K. Frederiksen; Joseph A. Piccirilli; and David M. J. Lilley,Timothy J. Wilson,June 29; 2010 ,Biochemistry,51
Structures of actin-bound Wiskott-Aldrich syndrome protein homology 2 (WH2) domains of Spire and the implication for filament nucleation,Anna M. Ducka; Peteranne Joel; Grzegorz M. Popowicz; Kathleen M. Trybus; Michael Schleicher; Angelika A. Noegel; Robert Huber; Tad A. Holak; and Tomasz Sitar,Anna M. Ducka,June 29; 2010 ,Biochemistry,24
Structure of the Rift Valley fever virus nucleocapsid protein reveals another architecture for RNA encapsidation,Donald D. Raymond; Mary E. Piper; Sonja R. Gerrard; and Janet L. Smith,Donald D. Raymond,June 29; 2010 ,Biochemistry,77
Humans possess two mitochondrial ferredoxins; Fdx1 and Fdx2; with distinct roles in steroidogenesis; heme; and Fe/S cluster biosynthesis,Alex D. Sheftel; Oliver Stehling; Antonio J. Pierik; Hans-Peter Elsässer; Ulrich Mühlenhoff; Holger Webert; Anna Hobler; Frank Hannemann; Rita Bernhardt; and Roland Lill,Alex D. Sheftel,June 29; 2010 ,Biochemistry,104
Kinesin’s light chains inhibit the head- and microtubule-binding activity of its tail,Yao Liang Wong and Sarah E. Rice,Yao Liang Wong,June 29; 2010 ,Biochemistry,20
