,Unnamed: 0,title,authors,firstAuthor,date,category,citationNumber,hIndex,impact,eid,authorEid,genders,gendersProbability
68,68,Intrinsic apurinic/apyrimidinic (AP) endonuclease activity enables Bacillus subtilis DNA polymerase X to recognize; incise; and further repair abasic sites,Benito Baños; Laurentino Villar; Margarita Salas; and Miguel de Vega,Benito Baños,November 9; 2010 ,Biochemistry,12.0,5,"(38, 2, 19.0)",2-s2.0-78650588193,25627436200.0,male,"{'male': 0.9999990463256836, 'female': 9.5367431640625e-07}"
69,69,Domain structure of the DEMETER 5-methylcytosine DNA glycosylase,Young Geun Mok; Rie Uzawa; Jiyoon Lee; Gregory M. Weiner; Brandt F. Eichman; Robert L. Fischer; and Jin Hoe Huh,Young Geun Mok,November 9; 2010 ,Biochemistry,37.0,2,"(0, 0, 0)",2-s2.0-78650592376,55031013000.0,mostly_female,"{'male': 0.9874770641326904, 'female': 0.01252293586730957}"
70,70,Affinity purification of microRNA-133a with the cardiac transcription factor; Hand2,Ngan K. Vo; Ryan P. Dalton; Ning Liu; Eric N. Olson; and Richard H. Goodman,Ngan K. Vo,November 9; 2010 ,Biochemistry,37.0,9,"(0, 0, 0)",2-s2.0-78650609452,7006220231.0,mostly_female,"{'male': 0.3213431239128113, 'female': 0.6786568760871887}"
71,71,β-Subunit myristoylation is the gatekeeper for initiating metabolic stress sensing by AMP-activated protein kinase (AMPK),Jonathan S. Oakhill; Zhi-Ping Chen; John W. Scott; Rohan Steel; Laura A. Castelli; Naomi Ling; S. Lance Macaulay; and Bruce E. Kemp,Jonathan S. Oakhill,November 9; 2010 ,Biochemistry,154.0,19,"(493, 9, 54.77777777777778)",2-s2.0-78650606464,7004528214.0,male,"{'male': 1.0, 'female': 0.0}"
72,72,Omnipotent role of archaeal elongation factor 1 alpha (EF1α) in translational elongation and termination; and quality control of protein synthesis,Kazuki Saito; Kan Kobayashi; Miki Wada; Izumi Kikuno; Akira Takusagawa; Masahiro Mochizuki; Toshio Uchiumi; Ryuichiro Ishitani; Osamu Nureki; and Koichi Ito,Kazuki Saito,November 9; 2010 ,Biochemistry,33.0,-1,0,0,0.0,male,"{'male': 0.9999991655349731, 'female': 8.344650268554688e-07}"
73,73,Definition of a high-affinity Gag recognition structure mediating packaging of a retroviral RNA genome,Cristina Gherghe; Tania Lombo; Christopher W. Leonard; Siddhartha A. K. Datta; Julian W. Bess Jr.; Robert J. Gorelick; Alan Rein; and Kevin M. Weeks,Cristina Gherghe,November 9; 2010 ,Biochemistry,40.0,9,"(148, 3, 49.333333333333336)",2-s2.0-78650628290,8839907900.0,female,"{'male': 1.2989786227990407e-05, 'female': 0.999987010213772}"
74,74,Nucleosome eviction and activated transcription require p300 acetylation of histone H3 lysine 14,Whitney R. Luebben; Neelam Sharma; and Jennifer K. Nyborg,Whitney R. Luebben,November 9; 2010 ,Biochemistry,35.0,1,"(0, 0, 0)",2-s2.0-78650591912,37067661500.0,mostly_male,"{'male': 0.014710922725498676, 'female': 0.9852890772745013}"
75,75,Crystal structure of Spot 14; a modulator of fatty acid synthesis,Christopher L. Colbert; Chai-Wan Kim; Young-Ah Moon; Lisa Henry; Maya Palnitkar; William B. McKean; Kevin Fitzgerald; Johann Deisenhofer; Jay D. Horton; and Hyock Joo Kwon,Christopher L. Colbert,November 2; 2010 ,Biochemistry,32.0,11,"(110, 2, 55.0)",2-s2.0-78650505999,7004670833.0,male,"{'male': 1.0, 'female': 0.0}"
76,76,Physical and functional interaction between the condensin MukB and the decatenase topoisomerase IV in Escherichia coli,Ryo Hayama and Kenneth J. Marians,Ryo Hayama,November 2; 2010 ,Biochemistry,,7,"(499, 2, 249.5)",2-s2.0-78650495032,26032109100.0,andy,"{'male': 0.9958949089050293, 'female': 0.004105091094970703}"
77,77,Keap1 perceives stress via three sensors for the endogenous signaling molecules nitric oxide; zinc; and alkenals,Michael McMahon; Douglas J. Lamont; Kenneth A. Beattie; and John D. Hayes,Michael McMahon,November 2; 2010 ,Biochemistry,172.0,24,"(750, 4, 187.5)",2-s2.0-78650509515,7201784109.0,male,"{'male': 0.9999841451644897, 'female': 1.5854835510253906e-05}"
78,78,Single-particle cryoelectron microscopy analysis reveals the HIV-1 spike as a tripod structure,Shang-Rung Wu; Robin Löving; Birgitta Lindqvist; Hans Hebert; Philip J. B. Koeck; Mathilda Sjöberg; and Henrik Garoff,Shang-Rung Wu,November 2; 2010 ,Biochemistry,46.0,9,"(18, 2, 9.0)",2-s2.0-78650426126,16507845600.0,unknown,"{'male': 0.9694532155990601, 'female': 0.03054678440093994}"
79,79,Escherichia coli condensin MukB stimulates topoisomerase IV activity by a direct physical interaction,Yinyin Li; Nichole K. Stewart; Anthony J. Berger; Seychelle Vos; Allyn J. Schoeffler; James M. Berger; Brian T. Chait; and Martha G. Oakley,Yinyin Li,November 2; 2010 ,Biochemistry,53.0,12,"(12, 2, 6.0)",2-s2.0-78650438598,24830565600.0,unknown,"{'male': 9.687149940873496e-06, 'female': 0.9999903128500591}"
80,80,Appropriation of the MinD protein-interaction motif by the dimeric interface of the bacterial cell division regulator MinE,Houman Ghasriani; Thierry Ducat; Chris T. Hart; Fatima Hafizi; Nina Chang; Ali Al-Baldawi; Saud H. Ayed; Patrik Lundström; Jo-Anne R. Dillon; and Natalie K. Goto,Houman Ghasriani,October 26; 2010 ,Biochemistry,21.0,8,"(7, 2, 3.5)",2-s2.0-78649902873,8976330700.0,unknown,"{'male': 1.0, 'female': 0.0}"
81,81,Structure and mechanism of the complex between cytochrome P4503A4 and ritonavir,Irina F. Sevrioukova and Thomas L. Poulos,Irina F. Sevrioukova,October 26; 2010 ,Biochemistry,100.0,26,"(85, 2, 42.5)",2-s2.0-78649885201,6602134387.0,female,"{'male': 0.0005362917436286807, 'female': 0.9994637082563713}"
82,82,Structural insight into the mechanisms of enveloped virus tethering by tetherin,Haitao Yang; Jimin Wang; Xiaofei Jia; Matthew W. McNatt; Trinity Zang; Baocheng Pan; Wuyi Meng; Hong-Wei Wang; Paul D. Bieniasz; and Yong Xiong,Haitao Yang,October 26; 2010 ,Biochemistry,75.0,17,"(81, 2, 40.5)",2-s2.0-78649845815,55731078500.0,unknown,"{'male': 0.706184446811676, 'female': 0.293815553188324}"
83,83,Dimerization of a viral SET protein endows its function,Hua Wei and Ming-Ming Zhou,Hua Wei,October 26; 2010 ,Biochemistry,11.0,3,"(0, 0, 0)",2-s2.0-78649890507,57196953406.0,andy,"{'male': 4.64208897028584e-05, 'female': 0.9999535791102971}"
84,84,ELOVL1 production of C24 acyl-CoAs is linked to C24 sphingolipid synthesis,Yusuke Ohno; Shota Suto; Masao Yamanaka; Yukiko Mizutani; Susumu Mitsutake; Yasuyuki Igarashi; Takayuki Sassa; and Akio Kihara,Yusuke Ohno,October 26; 2010 ,Biochemistry,120.0,14,"(63, 2, 31.5)",2-s2.0-78649873920,13610456100.0,male,"{'male': 0.9592120051383972, 'female': 0.04078799486160278}"
85,85,Structural basis for recognition of arginine methylated Piwi proteins by the extended Tudor domain,Ke Liu; Chen Chen; Yahong Guo; Robert Lam; Chuanbing Bian; Chao Xu; Dorothy Y. Zhao; Jing Jin; Farrell MacKenzie; Tony Pawson; and Jinrong Min,Ke Liu,October 26; 2010 ,Biochemistry,79.0,9,"(0, 0, 0)",2-s2.0-78649842259,56237338900.0,andy,"{'male': 0.028954213485121727, 'female': 0.9710457865148783}"
86,86,Coupling of tandem Smad ubiquitination regulatory factor (Smurf) WW domains modulates target specificity,P. Andrew Chong; Hong Lin; Jeffrey L. Wrana; and Julie D. Forman-Kay,P. Andrew Chong,October 26; 2010 ,Biochemistry,43.0,9,"(20, 1, 20.0)",2-s2.0-78649875435,36906848900.0,unknown,"{'male': 0.9999998807907104, 'female': 1.1920928955078125e-07}"
87,87,Mitochondrial Lon protease regulates mitochondrial DNA copy number and transcription by selective degradation of mitochondrial transcription factor A (TFAM),Yuichi Matsushima; Yu-ichi Goto; and Laurie S. Kaguni,Yuichi Matsushima,October 26; 2010 ,Biochemistry,109.0,16,"(48, 3, 16.0)",2-s2.0-78649842154,17635230800.0,male,"{'male': 1.3707082871405873e-05, 'female': 0.9999862929171286}"
88,88,Engineering of self-assembled nanoparticle platform for precisely controlled combination drug therapy,Nagesh Kolishetti; Shanta Dhar; Pedro M. Valencia; Lucy Q. Lin; Rohit Karnik; Stephen J. Lippard; Robert Langer; and Omid C. Farokhzad,Nagesh Kolishetti,October 19; 2010 ,Biochemistry,346.0,12,"(20, 2, 10.0)",2-s2.0-78149260773,15837300500.0,unknown,"{'male': 1.0, 'female': 0.0}"
89,89,Nucleosome depletion at yeast terminators is not intrinsic and can occur by a transcriptional mechanism linked to 3’-end formation,Xiaochun Fan; Zarmik Moqtaderi; Yi Jin; Yong Zhang; X. Shirley Liu; and Kevin Struhl,Xiaochun Fan,October 19; 2010 ,Biochemistry,53.0,12,"(247, 3, 82.33333333333333)",2-s2.0-78149237772,55239693700.0,unknown,"{'male': 0.6808911561965942, 'female': 0.31910884380340576}"
90,90,Structural and functional studies on the extracellular domain of BST2/tetherin in reduced and oxidized conformations,Heidi L. Schubert; Qianting Zhai; Virginie Sandrin; Debra M. Eckert; Mitla Garcia-Maya; Louise Saul; Wesley I. Sundquist; Roberto A. Steiner; and Christopher P. Hill,Heidi L. Schubert,October 19; 2010 ,Biochemistry,66.0,29,"(146, 4, 36.5)",2-s2.0-78149243391,55610092800.0,female,"{'male': 4.485465332493277e-09, 'female': 0.9999999955145347}"
91,91,Structure of bacterial cellulose synthase subunit D octamer with four inner passageways,Song-Qing Hu; Yong-Gui Gao; Kenji Tajima; Naoki Sunagawa; Yong Zhou; Shin Kawano; Takaaki Fujiwara; Takanori Yoda; Daisuke Shimura; Yasuharu Satoh; Masanobu Munekata; Isao Tanaka; and Min Yao,Song-Qing Hu,October 19; 2010 ,Biochemistry,53.0,10,"(91, 7, 13.0)",2-s2.0-78149257816,55630288300.0,unknown,"{'male': 0.038645025342702866, 'female': 0.9613549746572971}"
92,92,Structures of aminoacylase 3 in complex with acetylated substrates,Jennifer M. Hsieh; Kirill Tsirulnikov; Michael R. Sawaya; Nathaniel Magilnick; Natalia Abuladze; Ira Kurtz; Jeff Abramson; and Alexander Pushkin,Jennifer M. Hsieh,October 19; 2010 ,Biochemistry,7.0,2,"(0, 0, 0)",2-s2.0-78149255968,36480004100.0,female,"{'male': 4.4149246036795375e-08, 'female': 0.999999955850754}"
93,93,Recruitment of genes and enzymes conferring resistance to the nonnatural toxin bromoacetate,Kevin K. Desai and Brian G. Miller,Kevin K. Desai,October 19; 2010 ,Biochemistry,16.0,6,"(15, 1, 15.0)",2-s2.0-78149274796,14618913400.0,male,"{'male': 1.0, 'female': 0.0}"
94,94,A phosphorylation-regulated amphipathic helix controls the membrane translocation and function of the yeast phosphatidate phosphatase,Eleftherios Karanasios; Gil-Soo Han; Zhi Xu; George M. Carman; and Symeon Siniossoglou,Eleftherios Karanasios,October 12; 2010 ,Biochemistry,99.0,7,"(6, 1, 6.0)",2-s2.0-78049319504,22953438800.0,male,"{'male': 1.0, 'female': 0.0}"
95,95,Strand- and site-specific DNA lesion demarcation by the xeroderma pigmentosum group D helicase,Nadine Mathieu; Nina Kaczmarek; and Hanspeter Naegeli,Nadine Mathieu,October 12; 2010 ,Biochemistry,50.0,4,"(0, 0, 0)",2-s2.0-78049274322,36096858900.0,female,"{'male': 2.500428308849223e-05, 'female': 0.9999749957169115}"
96,96,Inhibition of the visual cycle by A2E through direct interaction with RPE65 and implications in Stargardt disease,Gennadiy Moiseyev; Olga Nikolaeva; Ying Chen; Krysten Farjo; Yusuke Takahashi; and Jian-xing Ma,Gennadiy Moiseyev,October 12; 2010 ,Biochemistry,28.0,26,"(161, 7, 23.0)",2-s2.0-78049271486,6701593975.0,male,"{'male': 1.0, 'female': 0.0}"
97,97,Characterization and structure of DhpI; a phosphonate O-methyltransferase involved in dehydrophos biosynthesis,Jin-Hee Lee; Brian Bae; Michael Kuemin; Benjamin T. Circello; William W. Metcalf; Satish K. Nair; and Wilfred A. van der Donk,Jin-Hee Lee,October 12; 2010 ,Biochemistry,28.0,4,"(12, 1, 12.0)",2-s2.0-78049274321,42361341600.0,female,"{'male': 0.0017795219318941236, 'female': 0.9982204780681059}"
98,98,Structural basis for glucose-6-phosphate activation of glycogen synthase,Sulochanadevi Baskaran; Peter J. Roach; Anna A. DePaoli-Roach; and Thomas D. Hurley,Sulochanadevi Baskaran,October 12; 2010 ,Biochemistry,40.0,8,"(22, 1, 22.0)",2-s2.0-78049302247,7006341804.0,unknown,"{'male': 3.00712763419142e-05, 'female': 0.9999699287236581}"
99,99,Structural basis for the autoprocessing of zinc metalloproteases in the thermolysin family,Xiang Gao; Jue Wang; Da-Qi Yu; Fei Bian; Bin-Bin Xie; Xiu-Lan Chen; Bai-Cheng Zhou; Lu-Hua Lai; Zhi-Xin Wang; Jia-Wei Wu; and Yu-Zhong Zhang,Xiang Gao,October 12; 2010 ,Biochemistry,32.0,8,"(46, 1, 46.0)",2-s2.0-78049250008,57198547923.0,andy,"{'male': 0.9660812616348267, 'female': 0.03391873836517334}"
100,100,Structural basis for mRNA surveillance by archaeal Pelota and GTP-bound EF1α complex,Kan Kobayashi; Izumi Kikuno; Kazushige Kuroha; Kazuki Saito; Koichi Ito; Ryuichiro Ishitani; Toshifumi Inada; and Osamu Nureki,Kan Kobayashi,October 12; 2010 ,Biochemistry,62.0,-1,0,0,0.0,andy,"{'male': 0.06427845358848572, 'female': 0.9357215464115143}"
101,101,Defining the mechanism of polymerization in the serpinopathies,Ugo I. Ekeowa; Joanna Freeke; Elena Miranda; Bibek Gooptu; Matthew F. Bush; Juan Pérez; Jeff Teckman; Carol V. Robinson; and David A. Lomas,Ugo I. Ekeowa,October 5; 2010 ,Biochemistry,93.0,12,"(102, 2, 51.0)",2-s2.0-78049239444,26656688000.0,male,"{'male': 1.0, 'female': 0.0}"
102,102,A heterodimeric complex of the LRR proteins LRIM1 and APL1C regulates complement-like immunity in Anopheles gambiae,Richard H. G. Baxter; Stefanie Steinert; Yogarany Chelliah; Gloria Volohonsky; Elena A. Levashina; and Johann Deisenhofer,Richard H. G. Baxter,September 28; 2010 ,Biochemistry,31.0,14,"(159, 2, 79.5)",2-s2.0-78049297909,26663015200.0,male,"{'male': 1.0, 'female': 0.0}"
103,103,Identification of the biosynthetic gene cluster for the pacidamycin group of peptidyl nucleoside antibiotics,Wenjun Zhang; Bohdan Ostash; and Christopher T. Walsh,Wenjun Zhang,September 28; 2010 ,Biochemistry,60.0,22,"(268, 8, 33.5)",2-s2.0-78049295122,55706399000.0,unknown,"{'male': 0.9999839067459106, 'female': 1.609325408935547e-05}"
104,104,Branchiostoma floridae has separate healing and sealing enzymes for 5′-phosphate RNA ligation ,Markus Englert; Kelly Sheppard; Sarath Gundllapalli; Hildburg Beier; and Dieter Söll,Markus Englert,September 28; 2010 ,Biochemistry,17.0,13,"(0, 0, 0)",2-s2.0-78049291343,7005444421.0,male,"{'male': 0.9999998807907104, 'female': 1.1920928955078125e-07}"
105,105,Vertebrate fatty acyl desaturase with Δ4 activity,Yuanyou Li; Oscar Monroig; Liang Zhang; Shuqi Wang; Xiaozhong Zheng; James R. Dick; Cuihong You; and Douglas R. Tocher,Yuanyou Li,September 28; 2010 ,Biochemistry,114.0,-1,0,0,0.0,unknown,"{'male': 0.9998039603233337, 'female': 0.00019603967666625977}"
106,106,Design of embedded chimeric peptide nucleic acids that efficiently enter and accurately reactivate gene expression in vivo,Joy Chen; Kenneth R. Peterson; Camelia Iancu-Rubin; and James J. Bieker,Joy Chen,September 28; 2010 ,Biochemistry,9.0,1,"(0, 0, 0)",2-s2.0-78049256781,36774205600.0,female,"{'male': 0.00719899358227849, 'female': 0.9928010064177215}"
107,107,CD22 EXON 12 deletion as a pathogenic mechanism of human B-precursor leukemia,Fatih M. Uckun; Patricia Goodman; Hong Ma; Ilker Dibirdik; and Sanjive Qazi,Fatih M. Uckun,September 28; 2010 ,Biochemistry,22.0,65,"(58, 5, 11.6)",2-s2.0-78049276263,35448548100.0,male,"{'male': 1.0, 'female': 0.0}"
108,108,Gene-silencing reveals the functional significance of pheromone biosynthesis activating neuropeptide receptor (PBAN-R) in a male moth,Rachel Bober and Ada Rafaeli,Rachel Bober,September 28; 2010 ,Biochemistry,21.0,4,"(0, 0, 0)",2-s2.0-78049285753,8578876200.0,female,"{'male': 1.7476888388046063e-05, 'female': 0.999982523111612}"
109,109,Bioenergetic cost of making an adenosine triphosphate molecule in animal mitochondria,Ian N. Watt; Martin G. Montgomery; Michael J. Runswick; Andrew G. W. Leslie; and John E. Walker,Ian N. Watt,September 28; 2010 ,Biochemistry,223.0,3,"(0, 0, 0)",2-s2.0-78049288139,36775693000.0,male,"{'male': 1.0, 'female': 0.0}"
110,110,Triton X-100 concentration effects on membrane permeability of a single HeLa cell by scanning electrochemical microscopy (SECM),Dipankar Koley and Allen J. Bard,Dipankar Koley,September 28; 2010 ,Biochemistry,110.0,13,"(116, 3, 38.666666666666664)",2-s2.0-78049233240,9236215100.0,male,"{'male': 0.999998927116394, 'female': 1.0728836059570312e-06}"
111,111,Trapping and spectroscopic characterization of an FeIII-superoxo intermediate from a nonheme mononuclear iron-containing enzyme,Michael M. Mbughuni; Mrinmoy Chakrabarti; Joshua A. Hayden; Emile L. Bominaar; Michael P. Hendrich; Eckard Münck; and John D. Lipscomb,Michael M. Mbughuni,September 28; 2010 ,Biochemistry,91.0,6,"(0, 0, 0)",2-s2.0-78049259568,36602950000.0,male,"{'male': 0.9787675738334656, 'female': 0.021232426166534424}"
112,112,Improvement of φ29 DNA polymerase amplification performance by fusion of DNA binding motifs,Miguel de Vega; José M. Lázaro; Mario Mencía; Luis Blanco; and Margarita Salas,Miguel de Vega,September 21; 2010 ,Biochemistry,19.0,-1,0,0,0.0,male,"{'male': 1.0, 'female': 0.0}"
113,113,Proteomic analyses identify a diverse array of nuclear processes affected by small ubiquitin-like modifier conjugation in Arabidopsis,Marcus J. Miller; Gregory A. Barrett-Wilt; Zhihua Hua; and Richard D. Vierstra,Marcus J. Miller,September 21; 2010 ,Biochemistry,131.0,4,"(0, 0, 0)",2-s2.0-78049235116,56283291500.0,male,"{'male': 1.0, 'female': 0.0}"
114,114,G-quadruplex structures in RNA stimulate mitochondrial transcription termination and primer formation,Paulina H. Wanrooij; Jay P. Uhler; Tomas Simonsson; Maria Falkenberg; and Claes M. Gustafsson,Paulina H. Wanrooij,September 14; 2010 ,Biochemistry,76.0,9,"(0, 0, 0)",2-s2.0-77958007950,36549862500.0,female,"{'male': 2.994879455542332e-09, 'female': 0.9999999970051205}"
115,115,Structure and inhibition of herpesvirus DNA packaging terminase nuclease domain,Marta Nadal; Philippe J. Mas; Alexandre G. Blanco; Carme Arnan; Maria Solà; Darren J. Hart; and Miquel Coll,Marta Nadal,September 14; 2010 ,Biochemistry,63.0,1,"(0, 0, 0)",2-s2.0-78049277843,36559933900.0,female,"{'male': 0.00039921404095366597, 'female': 0.9996007859590463}"
116,116,Catalytic and chaperone-like functions in an intrinsically disordered protein associated with desiccation tolerance,Sohini Chakrabortee; Filip Meersman; Gabriele S. Kaminski Schierle; Carlos W. Bertoncini; Brian McGee; Clemens F. Kaminski; and Alan Tunnacliffe,Sohini Chakrabortee,September 14; 2010 ,Biochemistry,38.0,12,"(141, 1, 141.0)",2-s2.0-77958011138,22833778400.0,unknown,"{'male': 0.024829480797052383, 'female': 0.9751705192029476}"
117,117,Chk1 promotes replication fork progression by controlling replication initiation,Eva Petermann; Mick Woodcock; and Thomas Helleday,Eva Petermann,September 14; 2010 ,Biochemistry,132.0,23,"(1283, 4, 320.75)",2-s2.0-77957982422,12809702700.0,female,"{'male': 0.003213376272469759, 'female': 0.9967866237275302}"
118,118,PCNA function in the activation and strand direction of MutLα endonuclease in mismatch repair,Anna Pluciennik; Leonid Dzantiev; Ravi R. Iyer; Nicoleta Constantin; Farid A. Kadyrov; and Paul Modrich,Anna Pluciennik,September 14; 2010 ,Biochemistry,126.0,-1,0,0,0.0,female,"{'male': 3.5364075301913545e-05, 'female': 0.9999646359246981}"
119,119,Four-electron oxidation of p-hydroxylaminobenzoate to p-nitrobenzoate by a peroxodiferric complex in AurF from Streptomyces thioluteus,Ning Li; Victoria Korneeva Korboukh; Carsten Krebs; and J. Martin Bollinger Jr.,Ning Li,September 7; 2010 ,Biochemistry,36.0,8,"(48, 1, 48.0)",2-s2.0-77957685184,55902904700.0,andy,"{'male': 0.9260660409927368, 'female': 0.07393395900726318}"
120,120,H-NS forms a superhelical protein scaffold for DNA condensation,Stefan T. Arold; Paul G. Leonard; Gary N. Parkinson; and John E. Ladbury,Stefan T. Arold,September 7; 2010 ,Biochemistry,81.0,32,0,2-s2.0-77957683898,6701763981.0,male,"{'male': 1.0, 'female': 0.0}"
